task,actual_token_length,token_ids,trigger,exact_token_roundtrip,search_score,constraint_violation,support_in_margin,displacement_q05,displacement_q50,displacement_q95,compact_radius_q50,compact_radius_q90,compact_radius_q95,compact_radius_q99,pairwise_mean_ratio,pairwise_q90_ratio,contraction_q95,position_center_drift_max,occupancy_count_lambda_1_0,occupancy_rate_lambda_1_0,occupancy_upper_lambda_1_0,relative_occupancy_quantile_lambda_1_0,occupancy_count_lambda_1_5,occupancy_rate_lambda_1_5,occupancy_upper_lambda_1_5,relative_occupancy_quantile_lambda_1_5,occupancy_count_lambda_2_0,occupancy_rate_lambda_2_0,occupancy_upper_lambda_2_0,relative_occupancy_quantile_lambda_2_0,nearest_cluster_id,nearest_cluster_radius,cluster_envelope_depth,cluster_support_in,bootstrap_replicates,bootstrap_confidence,bootstrap_pairwise_lookup_optimized,displacement_q05_ci_lower,displacement_q05_ci_upper,compact_radius_q95_ci_lower,compact_radius_q95_ci_upper,contraction_q95_ci_lower,contraction_q95_ci_upper,actual_token_ids,context_realizability,context_realized_length_min,context_realized_length_max,special_token,shift_point,compact_point,contract_point,support_in_point,low_occupancy_point,realizable_certified,shift_certified,compact_certified,contract_certified,support_in_certified,low_occupancy_certified,baseline_exceedance_certified,v4_certified,same_length_random_count,same_length_random_quantile,same_length_random_score_threshold,same_length_random_score_exceeded,validation_center_refit,validation_radius_frozen_value,center_file,center_sha256,length_certified,bootstrap_vectorized_block_size
prefix,11,"26433,2389,16231,10005,28767,14889,5781,29895,2351,13791,25972",$250 generally preferat limitations Dictionary catégorie kill Stalin Another picnic wicked,True,-0.681212351049997,0.0,0.05883153200149527,0.4995881668521048,0.6035882673051249,0.6781364387515526,0.2397348941967691,0.3055168862342264,0.32764938608102856,0.37253250909886865,0.42461530795636876,0.4731780635356401,0.4881678896823684,0.0,0,0.0,0.0009980790119965865,0.001949317738791423,0,0.0,0.0009980790119965865,0.001949317738791423,15,0.005,0.007688650641825517,0.4269005847953216,3,0.6024760007858276,0.09931820631027222,True,500,0.95,1,0.4938640594482422,0.5079328328371048,0.3203989348513929,0.3412450220760437,0.4811693698167801,0.4974794387817383,"26433,2389,16231,10005,28767,14889,5781,29895,2351,13791,25972",1.0,11,11,False,True,True,True,True,True,True,True,True,True,True,True,True,True,64,0.99,-993.438756513852,True,True,0.32764938608102856,validation/prefix/length_11/candidate_00_center.npy,b03099a7e0dc4c77763627a5cae1a27f179d25016f804a0d1ab5d1372e15498c,True,10.0
prefix,12,"10308,15941,9399,23382,7940,28880,30307,131,15059,13043,20526,21812",difficulties raid inainte Wizard Meanwhile sprawl deficiencies just Train vede abortion Lucy,True,-289.04712808949165,28.799999999999997,0.06960411787033072,0.4677338956810797,0.5616875995142998,0.6431674240351032,0.2747851855106643,0.3326663269073557,0.3550398694819022,0.3895702673978464,0.4745201207187452,0.5164728273643796,0.5284227233975576,0.0,0,0.0,0.0009980790119965865,0.001949317738791423,0,0.0,0.0009980790119965865,0.001949317738791423,894,0.298,0.3120442785215716,1.0,3,0.6024760007858276,0.12283331155776978,True,500,0.95,1,0.4589142628014088,0.4734250009059906,0.34763289961018806,0.36100729157679917,0.5239744633436203,0.5364741757512093,"10308,15941,9399,23382,7940,28880,30307,131,15059,13043,20526,21812",1.0,12,12,False,True,True,True,True,False,True,True,True,True,True,False,True,False,64,0.99,-993.500976775149,True,True,0.3550398694819022,validation/prefix/length_12/candidate_03_center.npy,920d642657d392258b0ddd60cd24c662904e6340d97536c22607c6e722c5ada1,False,10.0
prefix,13,"27534,26357,14986,6328,4300,27870,20763,9994,2903,27661,14829,29061,1300",HBO stole ignored OS Software comedian Candidates journalist andere laboratoire editorial Pokemon 1.,True,-7.388040676590029,0.6666666666666666,0.04522069215774527,0.49315313056674287,0.594613550857439,0.6772781162375906,0.25396457229318325,0.31839458171352186,0.3382873158337795,0.3756810559336391,0.44265831872447314,0.48774565179818047,0.5010134831040378,0.0,0,0.0,0.0009980790119965865,0.001949317738791423,0,0.0,0.0009980790119965865,0.001949317738791423,50,0.016666666666666666,0.02104885768252447,0.6042884990253411,3,0.6024760007858276,0.08658170700073242,True,500,0.95,1,0.4817918993532658,0.5055826887488365,0.32962985323974153,0.3435585198874935,0.4942861840128899,0.5096686899662017,"27534,26357,14986,6328,4300,27870,20763,9994,2903,27661,14829,29061,1300",1.0,13,13,False,True,True,True,True,False,True,True,True,True,True,False,True,False,64,0.99,-880.2409487310784,True,True,0.3382873158337795,validation/prefix/length_13/candidate_00_center.npy,d206d0cd2c6c60cc250360deb4660f4c040ad659bb0a49643ae29e04153df22d,False,10.0
prefix,14,"9493,11704,10317,2747,21454,10676,10509,14751,571,15439,27498,22152,28868,2704",Coach (10 frumos Data contradict professionnels Language legislative How predicted plâng advertised Romney experiences,True,-0.6471696429124891,0.0,0.06636198282241812,0.5087959933422427,0.6138551896575718,0.6928733726564642,0.23799993425785215,0.2981339275373166,0.31843871122498485,0.3445882110345689,0.4157267853454108,0.45886913738506013,0.4705204257286695,0.0,0,0.0,0.0009980790119965865,0.001949317738791423,0,0.0,0.0009980790119965865,0.001949317738791423,6,0.002,0.003943622233641661,0.3216374269005848,4,0.6103304028511047,0.11199992895126343,True,500,0.95,1,0.4993820108473301,0.5194328621029853,0.3088317256673886,0.32591110810808527,0.4646617494523525,0.4767754778265953,"9493,11704,10317,2747,21454,10676,10509,14751,571,15439,27498,22152,28868,2704",1.0,14,14,False,True,True,True,True,True,True,True,True,True,True,True,True,True,64,0.99,-982.7223012069074,True,True,0.31843871122498485,validation/prefix/length_14/candidate_00_center.npy,12d573d979a54b313434dd38f7a7969a2f64ce7b5b92cec4d6ea1ff5ad591a24,True,10.0
prefix,15,"4575,10981,7574,3274,9986,14605,8400,12743,6434,4604,29162,23167,12874,16374,25150",Ur excessive discussions = answered scandal Never Smartphone Give everyday weaving urca arguments masura Suceava,True,-0.6847734009441594,0.0,0.0441917371749877,0.5108031020566529,0.6086357909435043,0.692460498884912,0.26213339585213424,0.31246924435724366,0.3264772232796252,0.3594911511937125,0.4449855260945957,0.4847263570571345,0.49504488747244446,0.0,0,0.0,0.0009980790119965865,0.001949317738791423,0,0.0,0.0009980790119965865,0.001949317738791423,6,0.002,0.003943622233641661,0.18518518518518517,4,0.6103304028511047,0.09951847791671753,True,500,0.95,1,0.500078434497118,0.5193358153104782,0.32139268473828075,0.33416273097615046,0.490623676776886,0.5015270113945007,"4575,10981,7574,3274,9986,14605,8400,12743,6434,4604,29162,23167,12874,16374,25150",1.0,15,15,False,True,True,True,True,True,True,True,True,True,True,True,True,True,64,0.99,-836.8314595528768,True,True,0.3264772232796252,validation/prefix/length_15/candidate_00_center.npy,70ab7fe0213d6e99b935d1b56f14310fbc961069bac8136042c2780ec0c77bfe,True,10.0
prefix,16,"30430,1762,29148,18045,26268,15266,19119,24156,27167,7282,11617,6978,256,1923,27621,4224",apology January WWE Putin immensely confusing Examples #4 Maggie cotton candy representative im Su resurrection Support,True,-0.570435359156691,0.0,0.08946784257888785,0.5321226217396585,0.6262096345382215,0.7061415001621056,0.21372952576106996,0.27225437814364795,0.2940032429467037,0.32472213725272525,0.37836810884774147,0.41961898151620797,0.4314963989562906,0.0,0,0.0,0.0009980790119965865,0.001949317738791423,0,0.0,0.0009980790119965865,0.001949317738791423,1,0.0003333333333333333,0.001580301827458731,0.24561403508771928,4,0.6103304028511047,0.11776331067085266,True,500,0.95,1,0.517920957505703,0.5394492879509926,0.28910157526757796,0.3004339610323129,0.4266014419496059,0.43839788883924485,"30430,1762,29148,18045,26268,15266,19119,24156,27167,7282,11617,6978,256,1923,27621,4224",1.0,16,16,False,True,True,True,True,True,True,True,True,True,True,True,True,True,64,0.99,-916.0640318435892,True,True,0.2940032429467037,validation/prefix/length_16/candidate_00_center.npy,4181a2f92b69918ceaeb5db4935e04207246ee53d98692a16d5bda72b33257af,True,10.0
prefix,17,"28994,1617,16651,7926,14155,8122,4829,22734,5624,22643,25085,11645,1095,7447,13211,4077,2525",remake doar Teams eigentlich verwenden clubs Dé pyramid flower Giving Poetry copiii happy deeply onions (1 learned,True,-15.054465800558397,1.4333333333333331,0.0568570089340209,0.49045001092984564,0.5970586613978068,0.6700047039179244,0.2423718649713985,0.31286870060582145,0.3350220806124953,0.39242570574854513,0.4256251608803503,0.4818047977206599,0.4986038082452047,0.0,0,0.0,0.0009980790119965865,0.001949317738791423,0,0.0,0.0009980790119965865,0.001949317738791423,73,0.024333333333333332,0.029487302143976983,0.7719298245614035,2,0.6064047813415527,0.11032611131668091,True,500,0.95,1,0.47407923191785817,0.4991185270249843,0.3257369462175646,0.3459234267679673,0.4917030714452267,0.5102467149496078,"28994,1617,16651,7926,14155,8122,4829,22734,5624,22643,25085,11645,1095,7447,13211,4077,2525",1.0,17,17,False,True,True,True,True,False,True,True,True,True,True,False,True,False,64,0.99,-940.17999046901,True,True,0.3350220806124953,validation/prefix/length_17/candidate_04_center.npy,c637bc315b31af7821d808a8b29edd5349e8abf188a80112f8f3d60bbc8f321a,False,10.0
prefix,18,"8094,8133,27801,3202,5039,543,21169,16891,22253,30069,2631,14635,6886,4997,1561,4567,20360,26313",jacket coupon inaccurate girl Blog page accidentally downloading artisans RFID fiecare concerts gained organized complex failed Opening murdered,True,-0.6236959686597214,0.0,0.06903775453567496,0.5142794269222863,0.6187474461446576,0.696274275739808,0.21753200251539745,0.28729020244377473,0.3112837572278678,0.3535113601746985,0.38727206545651577,0.43973718612811025,0.45657484012967736,0.0,0,0.0,0.0009980790119965865,0.001949317738791423,0,0.0,0.0009980790119965865,0.001949317738791423,5,0.0016666666666666668,0.0035011258326776203,0.38596491228070173,3,0.6024760007858276,0.1263655424118042,True,500,0.95,1,0.5027987957000732,0.5250019446015358,0.3036857175448098,0.31693389853330733,0.44831953197717667,0.46558993235230445,"8094,8133,27801,3202,5039,543,21169,16891,22253,30069,2631,14635,6886,4997,1561,4567,20360,26313",1.0,18,18,False,True,True,True,True,True,True,True,True,True,True,True,True,True,64,0.99,-978.649981699785,True,True,0.3112837572278678,validation/prefix/length_18/candidate_01_center.npy,f9659ab5cf819070aefd58e89c9c588abd6b1bd4420859c8a6b9a9acea5c5452,True,10.0
prefix,19,"21306,1299,24857,290,906,23395,14512,2449,27681,22308,27446,3495,29258,28800,27894,27901,31818,17755,13470",randomly send safari There needed £3 NBA People iubesc stylist confuse reached medicament varf Fighter poise Encyclopedia counselor glue,True,-0.6216488978759823,0.0,0.07736851692199698,0.5222731030898248,0.6086498974872092,0.6788729170645889,0.22324717291604873,0.2894927503751506,0.3103225625354204,0.3543045394306088,0.3927462643839823,0.4436333150565349,0.45957007367685077,0.0,0,0.0,0.0009980790119965865,0.001949317738791423,0,0.0,0.0009980790119965865,0.001949317738791423,5,0.0016666666666666668,0.0035011258326776203,0.3937621832358674,2,0.6064047813415527,0.11352530121803284,True,500,0.95,1,0.5127797722816467,0.533920380473137,0.3011787052966344,0.31737862005088474,0.45229353085160257,0.46935993507504464,"21306,1299,24857,290,906,23395,14512,2449,27681,22308,27446,3495,29258,28800,27894,27901,31818,17755,13470",1.0,19,19,False,True,True,True,True,True,True,True,True,True,True,True,True,True,64,0.99,-819.4596821997354,True,True,0.3103225625354204,validation/prefix/length_19/candidate_00_center.npy,3cfc05d77cef476dd227dde2e93169e0e5769c92cce4f94c3a956999b2535d4e,True,10.0
prefix,20,"27364,22761,28408,26287,1469,16623,22365,27672,20203,16179,23454,23969,5243,896,30174,1615,13214,29519,1906,9054",Funny consta Taliban înlocui trip bitcoin Tomorrow autobuz remedies Studios Thread tentative explained City Sophia Why mice coincidence experienced burden,True,-0.6032416064887709,0.0,0.07990260839462271,0.5114716792703836,0.6013282927192525,0.6767408141019788,0.21346974067889246,0.2816807989330836,0.3033487067271079,0.347167151921801,0.3761175684558962,0.4305155466649431,0.4474031383445813,0.0,0,0.0,0.0009980790119965865,0.001949317738791423,0,0.0,0.0009980790119965865,0.001949317738791423,1,0.0003333333333333333,0.001580301827458731,0.1539961013645224,4,0.6103304028511047,0.1426953673362732,True,500,0.95,1,0.503545942902565,0.5195421442389488,0.29323834906228924,0.3124985126439184,0.43999324068427087,0.45539540797472,"27364,22761,28408,26287,1469,16623,22365,27672,20203,16179,23454,23969,5243,896,30174,1615,13214,29519,1906,9054",1.0,20,20,False,True,True,True,True,True,True,True,True,True,True,True,True,True,64,0.99,-783.292529166863,True,True,0.3033487067271079,validation/prefix/length_20/candidate_00_center.npy,3c1dbcf2c57c65c63efbc1f7f670c5334dc2e9467413715c9b7ab0da47295c66,True,10.0
prefix,21,"5387,2448,26318,17896,328,13586,198,27084,16013,3574,10885,21306,15449,9346,4765,6389,5917,6733,16606,14803,5489",moi himself foloseste anonymous They waist și MacBook Certification permanent musste randomly Principal familia Min 10% vintage closing commute thickness losing,True,-0.6403478915111636,0.0,0.04232873439788809,0.5168266681532169,0.6195288036749245,0.6991735309320589,0.23040571613058036,0.2941523211680626,0.3137355144636847,0.35607364745028924,0.4031748252451954,0.45192740000161796,0.4664012276852551,0.0,0,0.0,0.0009980790119965865,0.001949317738791423,0,0.0,0.0009980790119965865,0.001949317738791423,0,0.0,0.0009980790119965865,0.001949317738791423,3,0.6024760007858276,0.08975154161453247,True,500,0.95,1,0.5077975988388062,0.5278802514076233,0.3059133530870824,0.31990938828953874,0.4590041980147362,0.4743191458284855,"5387,2448,26318,17896,328,13586,198,27084,16013,3574,10885,21306,15449,9346,4765,6389,5917,6733,16606,14803,5489",1.0,21,21,False,True,True,True,True,True,True,True,True,True,True,True,True,True,64,0.99,-912.0418023773201,True,True,0.3137355144636847,validation/prefix/length_21/candidate_00_center.npy,1dc4109b896141a4ee0ea5c7b91efb44100b04b6d44805c3f1aa36c39445e5d7,True,10.0
prefix,22,"17848,7131,24463,31139,14480,25127,22446,20512,590,15154,25261,7644,1300,11565,11581,13978,706,11361,2139,4441,1354,29044",étudiants strive Exclusive protège Xbox effortless Schweizer Employment along strictly creier subscription 1. Nun ears 1920 night motivated helped stunning foarte Optimization,True,-0.6605689533280874,0.0,0.06184895753860464,0.5198304959540543,0.6090121854393019,0.6870543858316202,0.2419355995340794,0.30572037016969833,0.3235102624022261,0.3560909174855218,0.4166914882175771,0.4666350626898995,0.48014522096569284,0.0,0,0.0,0.0009980790119965865,0.001949317738791423,0,0.0,0.0009980790119965865,0.001949317738791423,7,0.0023333333333333335,0.004378214437280743,0.2729044834307992,4,0.6103304028511047,0.1208982765674591,True,500,0.95,1,0.5121390283107757,0.5294542372226715,0.3157362162794434,0.328063840610214,0.47430037930607793,0.48649149760603905,"17848,7131,24463,31139,14480,25127,22446,20512,590,15154,25261,7644,1300,11565,11581,13978,706,11361,2139,4441,1354,29044",1.0,22,22,False,True,True,True,True,True,True,True,True,True,True,True,True,True,64,0.99,-962.9057336845134,True,True,0.3235102624022261,validation/prefix/length_22/candidate_07_center.npy,60a2064be2adddc0915c3012e631b99301cd07fd2cce576d1cdf3cfc7da2f1d5,True,10.0
prefix,23,"21487,4534,10626,21562,26328,6900,26359,2642,22931,27388,7174,11416,3562,10188,12188,25914,18298,30447,17368,9016,5703,6501,2311",$12 Obama hired dumb Meditation cons obstruction package Klar Varianten founder fridge acid GT Brit exert literacy Braşov congregation passes Bus till requires,True,-0.5634381605949033,0.0,0.07946564674377432,0.5366733878090114,0.6405154066137102,0.729791226326913,0.19013249841964988,0.2682379018959357,0.2910933263975416,0.34298832969113574,0.3444137037635006,0.4074075238986634,0.4263795928355581,0.0,0,0.0,0.0009980790119965865,0.001949317738791423,0,0.0,0.0009980790119965865,0.001949317738791423,0,0.0,0.0009980790119965865,0.001949317738791423,4,0.6103304028511047,0.11697721481323242,True,500,0.95,1,0.5263549000024795,0.5427766174077987,0.282263434329352,0.30069463848405986,0.4180281080305576,0.43598846867680546,"21487,4534,10626,21562,26328,6900,26359,2642,22931,27388,7174,11416,3562,10188,12188,25914,18298,30447,17368,9016,5703,6501,2311",1.0,23,23,False,True,True,True,True,True,True,True,True,True,True,True,True,True,64,0.99,-886.6713166117311,True,True,0.2910933263975416,validation/prefix/length_23/candidate_00_center.npy,87a78cd6c2bb39489d5e88f5e725852ac3680c621c12dea217fa8a5f10e1a3ad,True,10.0
