sentence_id,text,source_group,source_row_first_seen,source_column,token_length,split,semantic_cluster
0821a22aae6e3f5b98f839c1a55d8b6b2fdedbf5b17440b6999205a07ff91d34,syrian forces kill 3 protesters in damascus-activists,0821a22aae6e3f5b98f839c1a55d8b6b2fdedbf5b17440b6999205a07ff91d34,17047,sentence1,19,search,3
08272ad488608769a752e29c88e98477438c37ca785724f849886f07a186ee8b,a man with sunglasses looking straight ahead .,08272ad488608769a752e29c88e98477438c37ca785724f849886f07a186ee8b,13306,sentence1,10,search,6
084158e7732d0ebd44c4875f6480207efa22e54b09b70a4b80d8a00ab1a3109f,"a black and white photo of a living room with a large window , sofa , and chair .",084158e7732d0ebd44c4875f6480207efa22e54b09b70a4b80d8a00ab1a3109f,29700,sentence2,25,search,5
085dda9ce4ec431f91748b987a65f8daec5462ccbf6937b052af53e5375cb489,travel ( as if ) through water .,085dda9ce4ec431f91748b987a65f8daec5462ccbf6937b052af53e5375cb489,2325,sentence1,11,search,5
08665d36f84a7870c79e43ebcf160e002d78562b7cb764ba5c3660142002bd30,"You just have to base your answer on what you do know, which is what you want.",08665d36f84a7870c79e43ebcf160e002d78562b7cb764ba5c3660142002bd30,35435,sentence2,19,search,5
086ccc74db5c891def3c45623cb7f6ccbab76f7034541b47f3bb75cafebfd4e2,A magic trick is being performed by the magician,086ccc74db5c891def3c45623cb7f6ccbab76f7034541b47f3bb75cafebfd4e2,7564,sentence1,9,search,6
087d794e9c87e8da1a930a75c9363e23f33eec4608ced57f8886d4eed14725bf,Three goats are chased by a dog.,087d794e9c87e8da1a930a75c9363e23f33eec4608ced57f8886d4eed14725bf,22176,sentence1,11,search,7
0892fc2b3b54a380a76c1a0ffa838d02abfcc9f6577bc7990a82fa554e24bc50,Oscar Pistorius sent for mental evaluation: what will it mean?,0892fc2b3b54a380a76c1a0ffa838d02abfcc9f6577bc7990a82fa554e24bc50,4397,sentence2,15,search,5
089c3d4f1460ce34338ba93b5f0c4f489375f04dc6956de39bcce953396c3af0,A man is leaning on the ledge of a balcony,089c3d4f1460ce34338ba93b5f0c4f489375f04dc6956de39bcce953396c3af0,27293,sentence1,14,search,6
08a6bb048cc9badd079eec913c1c4bcfb214c8443fa9b8f9e9cdcfae3b177d20,because switch y and z are also connected to bulb a .,08a6bb048cc9badd079eec913c1c4bcfb214c8443fa9b8f9e9cdcfae3b177d20,12283,sentence2,16,search,5
08cbcf9707667424997b8aacb85727476885fdd3902b05fd6d40386dfb22e9c0,influence or control skillfully and often deviously .,08cbcf9707667424997b8aacb85727476885fdd3902b05fd6d40386dfb22e9c0,8623,sentence1,12,search,5
08cf6db1ca8a43c95583e3a2341290cad7e64c036d4492be8bcbf02f8196fe68,a dog runs in the snow .,08cf6db1ca8a43c95583e3a2341290cad7e64c036d4492be8bcbf02f8196fe68,17158,sentence1,9,search,7
08e507384a23834d298ce66ba681a3d6b40e2fc8bbcb49dc5eb5c82e6bb25bf4,the damaged bulb b has left a gap in the path so the charge can not reach it,08e507384a23834d298ce66ba681a3d6b40e2fc8bbcb49dc5eb5c82e6bb25bf4,17504,sentence1,20,search,0
09034441590e87acc0f8ff9dce75981d8b5726fa8d078e7d7f6463915e5e5a18,David Cameron puts Sri Lanka on notice over war crime allegations,09034441590e87acc0f8ff9dce75981d8b5726fa8d078e7d7f6463915e5e5a18,22329,sentence1,11,search,2
09089aa97c99be1498745b895234565acf639194310fec5adef59bee370f2c22,"a man wearing a shirt that says "" gigolo "" is standing at a front desk area with his back to the camera .",09089aa97c99be1498745b895234565acf639194310fec5adef59bee370f2c22,7182,sentence2,31,search,6
0909fb73f841a4fb8e95756dc4d72f7546e5b9c584a829f48828a0b91c4628cb,"with the collapse of the investment bank lehman brothers two weeks ago , the allocation of appropriations between banks has again been delayed significantly , the banks having accumulated their liquidity .",0909fb73f841a4fb8e95756dc4d72f7546e5b9c584a829f48828a0b91c4628cb,24289,sentence2,40,search,3
090c4513fd949991481a706a9da1728e0706243a16ac8278d726af2ab8da6d5a,a young boy in red swim trunks is jumping into a pool .,090c4513fd949991481a706a9da1728e0706243a16ac8278d726af2ab8da6d5a,2097,sentence1,17,search,4
0913e70077bd6f02f48d60520403741c0863eb12bf354650561f037142d45a6d,say mean things .,0913e70077bd6f02f48d60520403741c0863eb12bf354650561f037142d45a6d,6400,sentence1,5,search,5
091b4dcb6afc07738ab8c64223594a532073b44d87ff7ba3bdb06bf38fe3c195,pakistan 's musharraf charged over bhutto murder,091b4dcb6afc07738ab8c64223594a532073b44d87ff7ba3bdb06bf38fe3c195,30656,sentence1,19,search,3
093fe6e8de56b5e0422253cf9f877e4fd7b5cba6f534f73aa8040bf6c4dc8bff,israel shoots down drone from lebanon,093fe6e8de56b5e0422253cf9f877e4fd7b5cba6f534f73aa8040bf6c4dc8bff,4503,sentence1,10,search,3
097238d6bb104e8f5172c605d54ca43a7c470fd4799745fe98cbd0f71d66e17a,6.8 quake strikes off solomon islands,097238d6bb104e8f5172c605d54ca43a7c470fd4799745fe98cbd0f71d66e17a,9273,sentence1,10,search,3
097f9783bb26f0fe2210d8c152d46f792a709c9423c7953bc184975cebbf9c75,The patient is helping the doctor,097f9783bb26f0fe2210d8c152d46f792a709c9423c7953bc184975cebbf9c75,6301,sentence1,6,search,4
098cc515ee33bcc0507ed8997fb021f2674635656aa0a7eb3431c640282554a3,but he said every level .,098cc515ee33bcc0507ed8997fb021f2674635656aa0a7eb3431c640282554a3,13515,sentence1,8,search,5
09e2f1f8250fb0bde8b7edde7e466a21a95ee9d4098a7d1e2b4feefe3432e48a,"hagel , dempsey face congress over defense budget",09e2f1f8250fb0bde8b7edde7e466a21a95ee9d4098a7d1e2b4feefe3432e48a,8118,sentence1,14,search,2
0a20a64d25f7f6215a4b1cc614084a5d86be18ef300c125431d1186183508269,throw with force or recklessness ; cast away,0a20a64d25f7f6215a4b1cc614084a5d86be18ef300c125431d1186183508269,24365,sentence1,10,search,5
0a345d208c7bc8d7891c4f44e6a797688407338b4654bebed86c618a2f18de9e,the learning network blog : student opinion | does facebook ever make you feel bad ?,0a345d208c7bc8d7891c4f44e6a797688407338b4654bebed86c618a2f18de9e,16000,sentence2,18,search,5
0a55070645d3ae969d7fe9ee824e994b45e3708fb96b1bbb3f53cc3742c6aa1c,a skateboarder doing a trick on a stone wall .,0a55070645d3ae969d7fe9ee824e994b45e3708fb96b1bbb3f53cc3742c6aa1c,15077,sentence2,16,search,6
0a59046429889621aeba109ec4fe0b6555d040225d97039ef400c9eb3a6ba154,i refuse to argue jesse jackson on this or any other thread .,0a59046429889621aeba109ec4fe0b6555d040225d97039ef400c9eb3a6ba154,22235,sentence1,20,search,0
0a5e62dfc0102df1438bf5795cfd675007dd0618f7f7ad6e16bc573d648f8737,"sars has killed 296 people on china 's mainland and infected more than 5,200 .",0a5e62dfc0102df1438bf5795cfd675007dd0618f7f7ad6e16bc573d648f8737,2189,sentence1,25,search,3
0a89a8187923165fad32f5be845c8b85f9962ae9e8d3e4fc494772cedbcd51ca,formula 1 : rosberg stays modest despite monaco win,0a89a8187923165fad32f5be845c8b85f9962ae9e8d3e4fc494772cedbcd51ca,23440,sentence1,15,search,0
0a9689044bf24c2b1fff0416125e7328e5e28a647cb4ffd5453320cb5807c224,a red and white plane flying on a sunny day .,0a9689044bf24c2b1fff0416125e7328e5e28a647cb4ffd5453320cb5807c224,11349,sentence1,14,search,4
