sentence_id,text,source_group,source_row_first_seen,source_column,token_length
e9db16c13bc0e6d2b404b11d7291e18de01457b1e0406f994e266fc7de78894c,A man is playing the guitar loudly,e9db16c13bc0e6d2b404b11d7291e18de01457b1e0406f994e266fc7de78894c,54,sentence2,8
12dd18bcaf13a3352b02eb7099f94ce8b35d8f0a37720937e2d9ee1328a5eefc,the basketball player holds the ball .,12dd18bcaf13a3352b02eb7099f94ce8b35d8f0a37720937e2d9ee1328a5eefc,55,sentence2,8
eec1352c46416148c03a2b9f1c4e954b8412b22103fbd247586f026cec034f12,The man is sitting on the floor in a room and strumming a guitar,eec1352c46416148c03a2b9f1c4e954b8412b22103fbd247586f026cec034f12,56,sentence2,17
bfcfc1d6afbe48bee7da731d3c1c993357b32a53f73472be14b65d125255d747,a woman is cleaning a garden .,bfcfc1d6afbe48bee7da731d3c1c993357b32a53f73472be14b65d125255d747,59,sentence2,10
96e35c60577d663d979ac640e5b4e9600155bb4bedbba510c9e0016f37b21aed,a man is putting a pan into an oven .,96e35c60577d663d979ac640e5b4e9600155bb4bedbba510c9e0016f37b21aed,60,sentence2,14
874fe57b30e4e667ffb523e48da999c453226d75c32504d10992d812135682ec,A girl is bungee jumping.,874fe57b30e4e667ffb523e48da999c453226d75c32504d10992d812135682ec,61,sentence1,9
75fa6af116891d7dbac70f8f1b48efd8b65a50963000784f6ab00ea594257fbf,A large white dog is jumping in the air over a snowy area,75fa6af116891d7dbac70f8f1b48efd8b65a50963000784f6ab00ea594257fbf,64,sentence1,15
592767f042eddbb557113451a4497de011499bee3b60a42cf321db0a80cc7c06,Two dogs are playing on a beach made of rocks,592767f042eddbb557113451a4497de011499bee3b60a42cf321db0a80cc7c06,66,sentence1,11
0bd05ff3d0cb6dffddd2b8eeef07b721108b03f9bc2033fea309273a73d689d4,Three children are running up a grassy hillside,0bd05ff3d0cb6dffddd2b8eeef07b721108b03f9bc2033fea309273a73d689d4,69,sentence2,11
7d5a8fcd3ce6af637b8b1ebd02ab634b7f9cec4a63f12c0e1090c93cf17cd982,a young man is singing while playing the guitar .,7d5a8fcd3ce6af637b8b1ebd02ab634b7f9cec4a63f12c0e1090c93cf17cd982,70,sentence2,12
1d0e2bfcc1755953fb9626f6ea082e2924460149808c1b83fe7f216bca75a88a,Two girls are sitting on an ATV on the sand in front of a bridge.,1d0e2bfcc1755953fb9626f6ea082e2924460149808c1b83fe7f216bca75a88a,76,sentence1,20
ff9ac96108dd06b187f5cc6bfbd063394cb32acd5985284722c4a5aafd5127fc,dog running towards camera with a ball in its mouth .,ff9ac96108dd06b187f5cc6bfbd063394cb32acd5985284722c4a5aafd5127fc,78,sentence2,13
db659ad20ea69f181aea80d56cc12a7b85d7ea3a9ce31caa0157830f4e4dfffb,A man on a green bike is performing tricks on a dirt ramp,db659ad20ea69f181aea80d56cc12a7b85d7ea3a9ce31caa0157830f4e4dfffb,79,sentence2,15
5090dff5d60adb160215417ca5ff9ff9d8467a248a1c03bf97e2e53ff5c4b591,Two women are wearing bikinis and walking on the sand,5090dff5d60adb160215417ca5ff9ff9d8467a248a1c03bf97e2e53ff5c4b591,82,sentence2,14
68237d5fe8de7a974a5f0af4a1f6c21086685a8c0d5554e92ec16b73388ddd09,A group of people are dancing at a concert,68237d5fe8de7a974a5f0af4a1f6c21086685a8c0d5554e92ec16b73388ddd09,86,sentence2,10
ce3288992066c8df51d47704aeb4438cad13485fcb340eec681e3f19d184f248,two men standing in grass staring at a car .,ce3288992066c8df51d47704aeb4438cad13485fcb340eec681e3f19d184f248,89,sentence2,13
0bfd39f0e7e40b151e682974e648fecb4bf3ecada2d2bb2014e596583a9b8d53,The yard has a dog.,0bfd39f0e7e40b151e682974e648fecb4bf3ecada2d2bb2014e596583a9b8d53,92,sentence2,7
b75bdedb068f40b11ff1449427d5652b8f67a210776b4f15030b640627a5e66a,Young men are dancing in front of some people,b75bdedb068f40b11ff1449427d5652b8f67a210776b4f15030b640627a5e66a,94,sentence2,9
9bf876259000d6554dd261c9608b6cfab4d13cb3cc2fd86a275e4d3052097330,A man is playing a piano at a concert,9bf876259000d6554dd261c9608b6cfab4d13cb3cc2fd86a275e4d3052097330,97,sentence2,11
6f33ed62719030672651780fda7aa4b1eeaf4c10f1d386a38aadd84bc9734279,A woman plays the flute.,6f33ed62719030672651780fda7aa4b1eeaf4c10f1d386a38aadd84bc9734279,98,sentence2,6
c4b7aaa1edc29fd892e5d74423230f8d7d16fd0320c1f3878acdd2fe993e0079,A man is jumping into an empty pool,c4b7aaa1edc29fd892e5d74423230f8d7d16fd0320c1f3878acdd2fe993e0079,100,sentence2,8
8e2b3f9826d8275a5e84e73b5f34da7cf24921edbd55150a619da0dadb64eed7,a boy is playing violin on stage .,8e2b3f9826d8275a5e84e73b5f34da7cf24921edbd55150a619da0dadb64eed7,101,sentence1,10
cb61838d4efae363a3892350b1b8f76bed91f160257ebe81ae3bcb031e42e57b,a woman is water skiing on a lake .,cb61838d4efae363a3892350b1b8f76bed91f160257ebe81ae3bcb031e42e57b,105,sentence2,12
876d15b573ba32020f96759087441dc1618ba5500b7f4d7ffb30bd6f349e2fa5,The man is eating potato slices,876d15b573ba32020f96759087441dc1618ba5500b7f4d7ffb30bd6f349e2fa5,109,sentence2,6
f751def31d7ea7b07185b58679235b088166647bd048d7535e45f2f8851af2a4,A woman is in the bathroom.,f751def31d7ea7b07185b58679235b088166647bd048d7535e45f2f8851af2a4,110,sentence2,7
9c6f6d3cf00849a6437d0d74a9bcb399914f8c2e6b7f1fb00ad18b4b1e66eda8,a little girl running at on the shore of a beach .,9c6f6d3cf00849a6437d0d74a9bcb399914f8c2e6b7f1fb00ad18b4b1e66eda8,112,sentence1,15
5f4709cfb40a0a8ede6aefcd9992d19d394fb1a20f48e26fa9141a83d93453d8,There is no dog looking around,5f4709cfb40a0a8ede6aefcd9992d19d394fb1a20f48e26fa9141a83d93453d8,114,sentence2,6
73cea0ef9ee79dde1f5ee8f03443d0aa540c69ea17a507902e73459223f47c32,A woman is cooking a pork chop which is breaded,73cea0ef9ee79dde1f5ee8f03443d0aa540c69ea17a507902e73459223f47c32,115,sentence2,13
a896157565886238521143d5f9d27e34284aaaaa588cb208fa8c187383d326cf,A person is pouring oil made with olives into a pot on the stove,a896157565886238521143d5f9d27e34284aaaaa588cb208fa8c187383d326cf,116,sentence2,17
dd4c6547b8f0413af4c4e850e023ff6500bb4dd06d9aff7cebc9378be5fda6cd,two cats are fighting each other .,dd4c6547b8f0413af4c4e850e023ff6500bb4dd06d9aff7cebc9378be5fda6cd,119,sentence1,8
d104b8146fc5aecc7921b8cd5e3303dbfc2de829c7a9238cb97486a3d97bdd68,A man is maneuvering a soccer ball with his feet.,d104b8146fc5aecc7921b8cd5e3303dbfc2de829c7a9238cb97486a3d97bdd68,127,sentence2,13
6538342bf5dd4fc3ba8e4182969980439056869188639d91b3c8e2a1f9087b62,A boy is wearing a yellow jacket and is jumping down from a rock,6538342bf5dd4fc3ba8e4182969980439056869188639d91b3c8e2a1f9087b62,132,sentence2,16
abb010cf5b739e6c5456ec5eaac9a6d8e4c4589bbd59ea976073add8e1d2a77b,a short lyric or poem intended to be sung,abb010cf5b739e6c5456ec5eaac9a6d8e4c4589bbd59ea976073add8e1d2a77b,133,sentence2,14
41595b8354a6d41102c11b872b89570c0931ebc2676a2ba771ada5a994ec0a0b,The man is not talking on the phone,41595b8354a6d41102c11b872b89570c0931ebc2676a2ba771ada5a994ec0a0b,134,sentence1,8
4f065327635ccd70c014a5d8eb27ba0c1222c28a8f7078a027af551433b30b6c,brown dog running on grass .,4f065327635ccd70c014a5d8eb27ba0c1222c28a8f7078a027af551433b30b6c,135,sentence2,7
739eed779241a68d361a73be572c4727f42cc4f90fc14e8a2fc52f539635adf1,a white and brown dog is playing tug-o-war .,739eed779241a68d361a73be572c4727f42cc4f90fc14e8a2fc52f539635adf1,138,sentence2,15
a5e1da027c46c1b54c5b2eb34cee050762b1ac1f1e872438e53fb78303404745,two little girls are playing on a trampoline .,a5e1da027c46c1b54c5b2eb34cee050762b1ac1f1e872438e53fb78303404745,139,sentence1,13
687ad0a4e6b707fdb5e48aedd9f5b5bb79b2b196ff8d7a985364c1acff0ce406,is madeleine mccann still alive ?,687ad0a4e6b707fdb5e48aedd9f5b5bb79b2b196ff8d7a985364c1acff0ce406,141,sentence2,13
62180852400d6f8da6b3b87f54f35c116308f8b6c3256e16f52208973252bd80,having strength or power greater than average or expected ;,62180852400d6f8da6b3b87f54f35c116308f8b6c3256e16f52208973252bd80,145,sentence2,11
609c4b0c1dec9e07d150bbe2f5088fbd5759197f2498d86718cd237c05c2a27c,People are walking outside a building that has many murals on it,609c4b0c1dec9e07d150bbe2f5088fbd5759197f2498d86718cd237c05c2a27c,146,sentence2,14
e9554bbfcd2133f80efb164be14b6299018d9b7ff1e33d2eeef2609cb72e9d2d,how do i remove mildew from a tent ?,e9554bbfcd2133f80efb164be14b6299018d9b7ff1e33d2eeef2609cb72e9d2d,148,sentence2,14
7c93cd6618f3c4bb87495700b059fd55edf224fccc8a637f6636646d1eb8c8a6,any help would be much appreciated .,7c93cd6618f3c4bb87495700b059fd55edf224fccc8a637f6636646d1eb8c8a6,151,sentence1,8
99e77dc42ad36951d2b4309f792795b2851702c6d6566f5a1f57a891f103032e,the man is riding a motorcycle down the road .,99e77dc42ad36951d2b4309f792795b2851702c6d6566f5a1f57a891f103032e,152,sentence2,12
f76e9f66ac8e1398b8235ef3a1e55e3d8cb2216a954cb7ff525f77d61f1db51e,A man with moustaches is standing on a balcony and is looking at the road below,f76e9f66ac8e1398b8235ef3a1e55e3d8cb2216a954cb7ff525f77d61f1db51e,158,sentence1,19
d83a948cef0331d0fe880a7b3689baeb7b1da3ba21ed125697e59bb7477b091e,"the bodies of former invercargill man warren campbell , 32 , and climbing companion jonathan smith , 47 , were recovered from below mt d 'archiac late yesterday morning .",d83a948cef0331d0fe880a7b3689baeb7b1da3ba21ed125697e59bb7477b091e,160,sentence2,53
c8cbd60cf04728efe261fc51da39067432ae78d063f53589bd2c162f43c8f3cd,Two cats are lying together,c8cbd60cf04728efe261fc51da39067432ae78d063f53589bd2c162f43c8f3cd,161,sentence2,5
ba9376f41d2f94e8546e8b510f9cbd8e1411e12eb486b0f75547a4ee05064c27,a young woman in a pink hoodie takes a picture .,ba9376f41d2f94e8546e8b510f9cbd8e1411e12eb486b0f75547a4ee05064c27,163,sentence2,18
c759648c02dfa64667df68652e3e8e9a2b33059fd419b5ae35c736964310804d,A man is smoking a cigarette.,c759648c02dfa64667df68652e3e8e9a2b33059fd419b5ae35c736964310804d,165,sentence2,9
5c92c8100ba57177233cdc882d601ab8c54ea9b0c356c83b8b417d837360f916,supreme court to hear voting rights act case,5c92c8100ba57177233cdc882d601ab8c54ea9b0c356c83b8b417d837360f916,166,sentence2,9
2a34a2c6b3b1f8076c0fea1759e597afd09d4db14a9c00a509bf1c74ee26fca0,A woman is putting the baby into a trash can,2a34a2c6b3b1f8076c0fea1759e597afd09d4db14a9c00a509bf1c74ee26fca0,167,sentence2,12
f75263e03bb7d276b0f65ad381c8ff1b31333864caeac02207d5fa2578e07968,a cat reclines on an office chair .,f75263e03bb7d276b0f65ad381c8ff1b31333864caeac02207d5fa2578e07968,169,sentence2,11
7ff8d5e0cbb745be046669c999cafe46603a559498c9fef50c9605a5660113dc,A man is breaking wooden boards with his hand.,7ff8d5e0cbb745be046669c999cafe46603a559498c9fef50c9605a5660113dc,170,sentence2,10
446553f5343ec958257c8abbd13a633c0959fb9e5a607094177fbfa59d235ae4,The oncogenic activity of mutant Kras appears dependent on functional Craf but not on Braf.,446553f5343ec958257c8abbd13a633c0959fb9e5a607094177fbfa59d235ae4,173,sentence2,22
cb6c1f71fcaa0f7c4ce4aaed2af240faa1e8cf6f68a75ba288f56a4f6844fe81,A red and white bus drives down an England street.,cb6c1f71fcaa0f7c4ce4aaed2af240faa1e8cf6f68a75ba288f56a4f6844fe81,174,sentence2,11
588de4ca3de8dca13900a1665efbe8dcdbcdcb5e0d604fda49ddeeaf5638d432,smiling woman sitting wearing a viking hat .,588de4ca3de8dca13900a1665efbe8dcdbcdcb5e0d604fda49ddeeaf5638d432,175,sentence2,13
836aac4c12afcb5ce7cc94232cda756c1c0e12d2d9314ca310e4455bdf2dc312,There are dogs in the forest.,836aac4c12afcb5ce7cc94232cda756c1c0e12d2d9314ca310e4455bdf2dc312,177,sentence1,7
3abc1df8b726d264fbbc14092193d8b908e41ae12fb0448dcd09ebf667254e59,A man is playing baseball with a flute,3abc1df8b726d264fbbc14092193d8b908e41ae12fb0448dcd09ebf667254e59,179,sentence2,9
2ae0aa0c620b565e0311bbfeb2b4e8ced14a33d8393c77dc3fdfac0c8cee61dc,Two children are rolling in dirty water,2ae0aa0c620b565e0311bbfeb2b4e8ced14a33d8393c77dc3fdfac0c8cee61dc,180,sentence1,7
9630f39c0cbaa68096c613bd566320a0327a4aab21e29897780c70bfe5fd7bd7,A girl is skateboarding on a half pipe,9630f39c0cbaa68096c613bd566320a0327a4aab21e29897780c70bfe5fd7bd7,181,sentence2,10
275ba1c8dc6a6f969fbfeb14d4b7377b91076a0ef7476da0e06b564049628aa6,united has paid $ 34 million in penalties for failing to meet employment targets .,275ba1c8dc6a6f969fbfeb14d4b7377b91076a0ef7476da0e06b564049628aa6,183,sentence2,16
f4be5554a0062712f0a7c764abe4289f97ca5a29a332a7b9801595d6cc02c938,a large tan dog is running with a green item in its mouth,f4be5554a0062712f0a7c764abe4289f97ca5a29a332a7b9801595d6cc02c938,184,sentence1,17
3c9d9a943662f0df8a181a4213f1c5bae415d8fa7ce80358a479375dd016c31a,a dog and cat laying down together .,3c9d9a943662f0df8a181a4213f1c5bae415d8fa7ce80358a479375dd016c31a,186,sentence2,11
8c8feb1cb7b0b81b3e07bdd6dc577d86689a72cb5db00a6137bf757b09736fe8,should i let potential employers know i have a job offer ?,8c8feb1cb7b0b81b3e07bdd6dc577d86689a72cb5db00a6137bf757b09736fe8,187,sentence2,16
b087d932993226d818b02e22d8459aa833f6f885273bc4c7e92bbb1d00857efb,There is no little black dog chasing a little brown dog,b087d932993226d818b02e22d8459aa833f6f885273bc4c7e92bbb1d00857efb,191,sentence1,13
50430e819f69e2c1ee72d5b49b6b6411e6659aa8e1c124b02bb7b21999933c01,"flu season is here , let 's clear something up : "" do i need a flu shot if i ? ve had the flu ? """,50430e819f69e2c1ee72d5b49b6b6411e6659aa8e1c124b02bb7b21999933c01,192,sentence2,38
beada3a5a2b15ae0e6f66cdfc2f9b937f72c7c11d9f52f9a12bc9983a5c59bda,A cowgirl is riding a brown horse and is cornering a barrel,beada3a5a2b15ae0e6f66cdfc2f9b937f72c7c11d9f52f9a12bc9983a5c59bda,193,sentence1,16
08e967471ee6a2f6d1fc92aac897cfc610cd227920d98b3898a873211e29c087,The boy and the girl are playing and wearing arm floats,08e967471ee6a2f6d1fc92aac897cfc610cd227920d98b3898a873211e29c087,194,sentence2,13
b8e4463386aaaaf210be9d2716a0b3e4d47c9049ff32d5d2201c9906c0d86835,a kid plays with a toy phone .,b8e4463386aaaaf210be9d2716a0b3e4d47c9049ff32d5d2201c9906c0d86835,195,sentence2,12
3546d6764009a5540621afc160dc1425b02e21e2394c0f100b67db24e437644e,A little cat is drinking fresh milk,3546d6764009a5540621afc160dc1425b02e21e2394c0f100b67db24e437644e,198,sentence2,7
8a93d20c3fe2fba1d7d03a7475adc17d483c7930904df1108bff3dd6013a35c6,"gold 's bounce pulled other precious metals higher , sending silver to $ 4.83 / 85 an ounce from $ 4.80 / 82 last quoted in new york .",8a93d20c3fe2fba1d7d03a7475adc17d483c7930904df1108bff3dd6013a35c6,201,sentence1,40
9304ce16a0229ba2f2ba30ca67240b003641961fe6286d45a967bd87edd19ef3,A man is peeling an onion,9304ce16a0229ba2f2ba30ca67240b003641961fe6286d45a967bd87edd19ef3,202,sentence1,7
28c321e2c3bc7b10233b448257359f353325088305ebbe40870af2728244afc2,"his daughter , nina axelrod , told the associated press that he died in his sleep , apparently of heart failure .",28c321e2c3bc7b10233b448257359f353325088305ebbe40870af2728244afc2,206,sentence1,33
733b09775be68c7ab54b96f03e0b0a02a1244bd19b50fbcc99ab59f987e5875b,"the broader standard & poor 's 500 index < .spx > was up 9.69 points , or 0.98 percent , at 994.53 .",733b09775be68c7ab54b96f03e0b0a02a1244bd19b50fbcc99ab59f987e5875b,208,sentence2,39
1bd61cbded96404c70c8e000f15972a8e5ac0cd9330035fc5c15908ffffaab88,u.s. judge approves force-feeding californian inmates on hunger strik,1bd61cbded96404c70c8e000f15972a8e5ac0cd9330035fc5c15908ffffaab88,209,sentence2,24
d6f893f912ee16962e55859ac7f538226c27b911a97e4abd32e6a7916ef3065d,"MCF7 or HeLa cells were electroporated as described previously to more than 95% efficiency with pSuper constructs against the various targets, and 72 hr later, protein expression was analyzed by SDS-PAGE and Western blotting.",d6f893f912ee16962e55859ac7f538226c27b911a97e4abd32e6a7916ef3065d,211,sentence2,56
c6621a1c13a438fcadb4dd31d9cd1171b83817fd6121ec9f925b516a137b3afa,hassan rouhani wins iran 's presidential election,c6621a1c13a438fcadb4dd31d9cd1171b83817fd6121ec9f925b516a137b3afa,212,sentence1,16
de2faaf372e8762dda88b5185d429cab2ac75c8225b3b699280eca8cbeb37013,the russian foreign ministry stated that russia has not suspended dialogue .,de2faaf372e8762dda88b5185d429cab2ac75c8225b3b699280eca8cbeb37013,213,sentence1,16
0e68584c62de839ce99ad71d958b9cea1d47efb2226b8ed3b48ad73b649da021,A man is talking on the phone,0e68584c62de839ce99ad71d958b9cea1d47efb2226b8ed3b48ad73b649da021,214,sentence1,7
d05cd5e9bbc5e9f15775ae0f48ed7d7ece68ca51e8bb582242ac1f0266058bd1,I had the same problem as you.,d05cd5e9bbc5e9f15775ae0f48ed7d7ece68ca51e8bb582242ac1f0266058bd1,215,sentence2,8
a795179af9c987421c0e20fd38db9e4b7f580a9f8292456a2c4619d0ff6a7cf2,A man is mindlessly slicing the carrot with a machine,a795179af9c987421c0e20fd38db9e4b7f580a9f8292456a2c4619d0ff6a7cf2,217,sentence1,15
82cfbe4c1a338bc5ecd75f59e68ad4ace7ed21010d4f4fde382ebfcfce2429ec,a woman is chopping onions .,82cfbe4c1a338bc5ecd75f59e68ad4ace7ed21010d4f4fde382ebfcfce2429ec,218,sentence2,10
3679a5e52b0e422acc5a47808e6b4cbb4e218f91b3b990724f601bd525291d2f,"including convertible securities , the total estimated value of the deal is $ 124 million , according to corel .",3679a5e52b0e422acc5a47808e6b4cbb4e218f91b3b990724f601bd525291d2f,220,sentence2,25
e33aedadb4a54b27b4d2d034c53c0c94baff97bc7a530e554338c7463dc5290e,a person in a blue shirt reclines near a coffee table and television .,e33aedadb4a54b27b4d2d034c53c0c94baff97bc7a530e554338c7463dc5290e,222,sentence2,19
e42dc8c3e1ecec9a37c2c3632545ba6aefff496484c0b76eaa066ccc06779c06,"the broader standard & poor 's 500 index .spx climbed 10 points , or 1.10 percent , to 943 .",e42dc8c3e1ecec9a37c2c3632545ba6aefff496484c0b76eaa066ccc06779c06,225,sentence2,34
c051884669f5edd896f71931c0e8c662d36d140161c41c54458119b1c6bb9287,a woman watches a rap group live,c051884669f5edd896f71931c0e8c662d36d140161c41c54458119b1c6bb9287,226,sentence1,10
3216d67d4c86c56ebc12308c5618fe78f65a8a718f5e21b211adc85fc3e35939,h and i both read the books and thought the movie moved so quickly .,3216d67d4c86c56ebc12308c5618fe78f65a8a718f5e21b211adc85fc3e35939,227,sentence1,18
d0c147d14afdbfbe6c5c4902a0201738d6df035f93e4476fbecbb4ec6dfa66c6,A boat's sail is being reflected by the peaceful water,d0c147d14afdbfbe6c5c4902a0201738d6df035f93e4476fbecbb4ec6dfa66c6,231,sentence2,13
35868fd0e7d22df0f3acfd817d24cc97246088a329b4ef9eb57f91999bb43f44,a smiling man holds a small child wearing pink and red .,35868fd0e7d22df0f3acfd817d24cc97246088a329b4ef9eb57f91999bb43f44,232,sentence2,15
9b1defb114c6a505b8b791a0940ff41d3d361f0bb8219dcc55ca9c7bd7359335,a social unit living together ;,9b1defb114c6a505b8b791a0940ff41d3d361f0bb8219dcc55ca9c7bd7359335,233,sentence2,8
4334f7248c1f7fe01b5736ff7e98210f6e1321324e36113bd4b5134ccdfa48ce,"amnesty international 's report was compiled by european and international non-governmental organizations such as saferworld , which opposes armed violence .",4334f7248c1f7fe01b5736ff7e98210f6e1321324e36113bd4b5134ccdfa48ce,234,sentence2,35
7dd608943d9f2ec24834e8c998849ce6293518ea34eaad2b0fc95ccd3248fe5f,"bush , however , also lashed out at the terrorist bombings in saudi arabia that killed at least 29 people -- including a number of americans .",7dd608943d9f2ec24834e8c998849ce6293518ea34eaad2b0fc95ccd3248fe5f,235,sentence2,38
808b61fab5f1a7945bda7b89146a551ced57fed04ef954a59e0c3846534f6571,the man cut some carpet with a knife .,808b61fab5f1a7945bda7b89146a551ced57fed04ef954a59e0c3846534f6571,239,sentence2,11
25d07bff69c5d2a80fc621674c8a10318a2de41f154225f1cc59fcbfa11a9795,egyptians vote on new constitution,25d07bff69c5d2a80fc621674c8a10318a2de41f154225f1cc59fcbfa11a9795,241,sentence1,11
a87d2e348809dadbe8ccce1f68eb4cea74eb0c77a5065b1ccb64b5b91db22970,A large wet yellow dog is holding a toy,a87d2e348809dadbe8ccce1f68eb4cea74eb0c77a5065b1ccb64b5b91db22970,242,sentence1,12
13961ed4b9fe54f98837e1f95f8c23cab7237c01847d60da0232062c793ea521,"For example, loss of, or functional alterations in, the two major tumor suppressor proteins pRB and p53 cause an up-regulation of ribosome biogenesis in cancer tissues.",13961ed4b9fe54f98837e1f95f8c23cab7237c01847d60da0232062c793ea521,245,sentence2,42
56399b71b5c2192f98511606b1966336dae56f6bc042c4117675e5ee60d27730,the prices of everything you own ie assets have gone down .,56399b71b5c2192f98511606b1966336dae56f6bc042c4117675e5ee60d27730,248,sentence2,15
fb95f5a8a3be82132a982aca4f77b61452d9f5a6a5afd74b87fc08e94716d638,cause to be in a state or location,fb95f5a8a3be82132a982aca4f77b61452d9f5a6a5afd74b87fc08e94716d638,250,sentence2,9
19fd0a5c7a66dfe7ea394d051210aba417a3d6a73afc268612507d22a3975c88,He was tracked to Atlanta where he was arrested on Tuesday night.,19fd0a5c7a66dfe7ea394d051210aba417a3d6a73afc268612507d22a3975c88,253,sentence2,14
